Env,Year,GermplasmId,Value,k
Ames_IA_2007,2007,E05090,37.6,E05090
Ames_IA_2007,2007,E05094,43.1,E05094
Ames_IA_2007,2007,E05098,43.4,E05098
Ames_IA_2007,2007,E05128,40.1,E05128
Ames_IA_2007,2007,E05240-T,37.5,E05240T
Ames_IA_2007,2007,HS3-2840,36.4,HS32840
Ames_IA_2007,2007,HS4-3004,37.9,HS43004
Ames_IA_2007,2007,HS4-3225,33.2,HS43225
Ames_IA_2007,2007,HS4-3240,29.6,HS43240
Ames_IA_2007,2007,HS5-3358,32.7,HS53358
Ames_IA_2007,2007,HS5-3375,39.5,HS53375
Ames_IA_2007,2007,HS5-3413,35.1,HS53413
Ames_IA_2007,2007,HS5W-767,39.0,HS5W767
Ames_IA_2007,2007,HS5W-778,38.4,HS5W778
Ames_IA_2007,2007,IA2068,47.5,IA2068
Ames_IA_2007,2007,IA3023,44.4,IA3023
Ames_IA_2007,2007,LD01-5907,38.3,LD015907
Ames_IA_2007,2007,LD01-7323,35.8,LD017323
Ames_IA_2007,2007,LD02-4485,44.1,LD024485
Ames_IA_2007,2007,LD02-5025,36.0,LD025025
Ames_IA_2007,2007,LD02-5124W,42.2,LD025124W
Ames_IA_2007,2007,LD02-5320,43.5,LD025320
Ames_IA_2007,2007,LD02-6553,41.7,LD026553
Ames_IA_2007,2007,LD03-10504,49.2,LD0310504
Ames_IA_2007,2007,LD04-13265,47.5,LD0413265
Ames_IA_2007,2007,LD05-16413,49.0,LD0516413
Ames_IA_2007,2007,LD05-16657,31.7,LD0516657
Ames_IA_2007,2007,LD05-16874,38.6,LD0516874
Ames_IA_2007,2007,LG04-3292,41.1,LG043292
Ames_IA_2007,2007,LG04-3577,42.0,LG043577
Ames_IA_2007,2007,LG04-3642,35.4,LG043642
Ames_IA_2007,2007,LG04-3765,34.9,LG043765
Ames_IA_2007,2007,LG04-4468,34.6,LG044468
Ames_IA_2007,2007,LG04-4696,41.8,LG044696
Ames_IA_2007,2007,LG04-5389,40.2,LG045389
Ames_IA_2007,2007,LG04-5988,40.4,LG045988
Ames_IA_2007,2007,LG04-6005,41.7,LG046005
Ames_IA_2007,2007,Lambert,26.3,LAMBERT
Ames_IA_2007,2007,M01-242025,30.3,M01242025
Ames_IA_2007,2007,M01-258100,30.7,M01258100
Ames_IA_2007,2007,M02-113076,28.7,M02113076
Ames_IA_2007,2007,M02-141020,25.4,M02141020
Ames_IA_2007,2007,MN1410,40.8,MN1410
Ames_IA_2007,2007,Macon,33.7,MACON
Ames_IA_2007,2007,OAC05-33,43.5,OAC0533
Ames_IA_2007,2007,OAC05-40,41.1,OAC0540
Ames_IA_2007,2007,SD00-266,41.8,SD00266
Ames_IA_2007,2007,SD02-14,40.7,SD0214
Ames_IA_2007,2007,SD02-22,42.5,SD0222
Ames_IA_2007,2007,SD02-906,34.0,SD02906
Ames_IA_2007,2007,SD02-923,36.6,SD02923
Ames_IA_2007,2007,SD02-96,40.9,SD0296
Ames_IA_2007,2007,SD03-1254,34.7,SD031254
Ames_IA_2007,2007,SD03-1603,35.0,SD031603
Ames_IA_2007,2007,SD04CV-485,39.2,SD04CV485
Ames_IA_2007,2007,SD04CV-965,45.2,SD04CV965
Ames_IA_2007,2007,SD04CV-972,41.0,SD04CV972
Ames_IA_2007,2007,U02-242055,56.4,U02242055
Ames_IA_2007,2007,U03-100612,48.5,U03100612
Ames_IA_2007,2007,U03-200317,36.8,U03200317
Ames_IA_2007,2007,U03-260216,41.5,U03260216
Ames_IA_2007,2007,U03-300134,40.8,U03300134
Ames_IA_2007,2007,U04-701201,37.8,U04701201
Ames_IA_2007,2007,U04-945062,43.0,U04945062
Ames_IA_2007,2007,V02-8659,27.7,V028659
Ames_IA_2008,2008,CL04-1323141,47.4,CL041323141
Ames_IA_2008,2008,CL05-20251,47.5,CL0520251
Ames_IA_2008,2008,E05053,50.3,E05053
Ames_IA_2008,2008,E06161,36.8,E06161
Ames_IA_2008,2008,E06164,38.6,E06164
Ames_IA_2008,2008,E06165,37.3,E06165
Ames_IA_2008,2008,E06167,27.8,E06167
Ames_IA_2008,2008,E06240,39.0,E06240
Ames_IA_2008,2008,E06243,27.6,E06243
Ames_IA_2008,2008,E06246,29.4,E06246
Ames_IA_2008,2008,E06372,21.4,E06372
Ames_IA_2008,2008,E06380,34.5,E06380
Ames_IA_2008,2008,E06381,39.5,E06381
Ames_IA_2008,2008,HS5-3413,38.7,HS53413
Ames_IA_2008,2008,HS6-3890,37.7,HS63890
Ames_IA_2008,2008,HS6-3966,40.7,HS63966
Ames_IA_2008,2008,IA3023,47.5,IA3023
Ames_IA_2008,2008,LD03-10504,28.8,LD0310504
Ames_IA_2008,2008,LD04-13265,49.9,LD0413265
Ames_IA_2008,2008,LD04-8782,27.1,LD048782
Ames_IA_2008,2008,LD05-16657,39.2,LD0516657
Ames_IA_2008,2008,LD05-16874,51.2,LD0516874
Ames_IA_2008,2008,LG04-4717,32.8,LG044717
Ames_IA_2008,2008,LG05-4092,45.3,LG054092
Ames_IA_2008,2008,LG05-4126,38.7,LG054126
Ames_IA_2008,2008,LG05-4464,39.2,LG054464
Ames_IA_2008,2008,LG05-4832,37.9,LG054832
Ames_IA_2008,2008,M00-400054,29.4,M00400054
Ames_IA_2008,2008,M01-242025,22.0,M01242025
Ames_IA_2008,2008,MN1410,43.4,MN1410
Ames_IA_2008,2008,Macon,43.79999999999999,MACON
Ames_IA_2008,2008,SD02-22,32.0,SD0222
Ames_IA_2008,2008,SD02-923,39.1,SD02923
Ames_IA_2008,2008,SD02-96,32.7,SD0296
Ames_IA_2008,2008,SD03-1254,50.2,SD031254
Ames_IA_2008,2008,SD03-1603,35.3,SD031603
Ames_IA_2008,2008,SD04CV-405,28.5,SD04CV405
Ames_IA_2008,2008,SD04CV-485,45.2,SD04CV485
Ames_IA_2008,2008,SD04CV-965,38.9,SD04CV965
Ames_IA_2008,2008,SD04CV-972,36.9,SD04CV972
Ames_IA_2008,2008,SD05-240,37.6,SD05240
Ames_IA_2008,2008,Sheyenne,18.2,SHEYENNE
Ames_IA_2008,2008,U03-100612,48.8,U03100612
Ames_IA_2008,2008,U03-260216,39.7,U03260216
Ames_IA_2008,2008,U03-300134,31.7,U03300134
Ames_IA_2008,2008,U04-701201,35.9,U04701201
Ames_IA_2008,2008,U04-945062,46.4,U04945062
Ames_IA_2008,2008,U05-224017,48.0,U05224017
Ames_IA_2008,2008,U05-226055,48.6,U05226055
Ames_IA_2008,2008,U05-741026,44.1,U05741026
Ames_IA_2009,2009,AR07-175064,64.9,AR07175064
Ames_IA_2009,2009,AR08-186008,62.0,AR08186008
Ames_IA_2009,2009,AR08-286003,61.4,AR08286003
Ames_IA_2009,2009,CL04-10534,69.2,CL0410534
Ames_IA_2009,2009,CL05-3314,76.7,CL053314
Ames_IA_2009,2009,E05053,69.6,E05053
Ames_IA_2009,2009,E06381,61.3,E06381
Ames_IA_2009,2009,E07021,66.2,E07021
Ames_IA_2009,2009,E07038,57.5,E07038
Ames_IA_2009,2009,E07040,57.7,E07040
Ames_IA_2009,2009,E07048,66.8,E07048
Ames_IA_2009,2009,E07051,63.0,E07051
Ames_IA_2009,2009,E07075,56.1,E07075
Ames_IA_2009,2009,E07078,60.6,E07078
Ames_IA_2009,2009,E07080,57.2,E07080
Ames_IA_2009,2009,E07087,65.2,E07087
Ames_IA_2009,2009,E07090,65.8,E07090
Ames_IA_2009,2009,HS6-3705,63.3,HS63705
Ames_IA_2009,2009,HS7W-190,59.5,HS7W190
Ames_IA_2009,2009,HS7W-82,58.1,HS7W82
Ames_IA_2009,2009,IA3023,67.4,IA3023
Ames_IA_2009,2009,K07-1253,70.2,K071253
Ames_IA_2009,2009,K07-1544,71.5,K071544
Ames_IA_2009,2009,LD04-13265,74.4,LD0413265
Ames_IA_2009,2009,LD06-2009,65.6,LD062009
Ames_IA_2009,2009,LG06-2340,69.6,LG062340
Ames_IA_2009,2009,LG06-2354,75.4,LG062354
Ames_IA_2009,2009,LG06-2697,66.9,LG062697
Ames_IA_2009,2009,LG06-2855,66.2,LG062855
Ames_IA_2009,2009,LG06-2866,61.0,LG062866
Ames_IA_2009,2009,LG06-6094,63.7,LG066094
Ames_IA_2009,2009,M03-160082,47.9,M03160082
Ames_IA_2009,2009,M03-163106,59.7,M03163106
Ames_IA_2009,2009,M03-165068,58.3,M03165068
Ames_IA_2009,2009,M03-172059,58.6,M03172059
Ames_IA_2009,2009,M03-193054,48.9,M03193054
Ames_IA_2009,2009,MLG03-4069017,60.9,MLG034069017
Ames_IA_2009,2009,MN1410,56.1,MN1410
Ames_IA_2009,2009,OAC05-33,58.2,OAC0533
Ames_IA_2009,2009,OAC07-48C,57.1,OAC0748C
Ames_IA_2009,2009,OAC07-49C,60.1,OAC0749C
Ames_IA_2009,2009,SD05-240,56.8,SD05240
Ames_IA_2009,2009,SD06-320,57.8,SD06320
Ames_IA_2009,2009,SD06-328,50.7,SD06328
Ames_IA_2009,2009,SD06-344,51.8,SD06344
Ames_IA_2009,2009,SD06-432,63.6,SD06432
Ames_IA_2009,2009,SD06-444,53.2,SD06444
Ames_IA_2009,2009,SD06-483,53.9,SD06483
Ames_IA_2009,2009,SD06-577,52.0,SD06577
Ames_IA_2009,2009,SD06-589,48.1,SD06589
Ames_IA_2009,2009,Sheyenne,53.7,SHEYENNE
Ames_IA_2009,2009,U05-226055,68.3,U05226055
Ames_IA_2009,2009,U05-741026,66.9,U05741026
Ames_IA_2009,2009,U06-100052,70.1,U06100052
Ames_IA_2009,2009,U06-103421,64.1,U06103421
Ames_IA_2009,2009,U06-103459,65.1,U06103459
Ames_IA_2009,2009,U06-103715,56.5,U06103715
Ames_IA_2009,2009,U06-104326,66.2,U06104326
Ames_IA_2009,2009,U06-206737,62.5,U06206737
Ames_IA_2009,2009,U06-300984,68.8,U06300984
Ames_IA_2009,2009,U06-627094,56.8,U06627094
Ames_IA_2010,2010,AR07-175064,61.5,AR07175064
Ames_IA_2010,2010,AR08-186008,61.4,AR08186008
Ames_IA_2010,2010,AR08-286003,61.7,AR08286003
Ames_IA_2010,2010,AR09-192019,62.1,AR09192019
Ames_IA_2010,2010,E07048,67.4,E07048
Ames_IA_2010,2010,E07087,54.9,E07087
Ames_IA_2010,2010,E08052,52.8,E08052
Ames_IA_2010,2010,E08058,59.1,E08058
Ames_IA_2010,2010,E08130,50.8,E08130
Ames_IA_2010,2010,E08135,48.3,E08135
Ames_IA_2010,2010,E08142,52.8,E08142
Ames_IA_2010,2010,E08200,58.4,E08200
Ames_IA_2010,2010,E08206,53.9,E08206
Ames_IA_2010,2010,E08210,58.5,E08210
Ames_IA_2010,2010,E08235,56.8,E08235
Ames_IA_2010,2010,E08239,57.6,E08239
Ames_IA_2010,2010,E08242,50.0,E08242
Ames_IA_2010,2010,HS7W-29,60.3,HS7W29
Ames_IA_2010,2010,HS7W-82,58.2,HS7W82
Ames_IA_2010,2010,IA3023,60.9,IA3023
Ames_IA_2010,2010,K07-1544,61.4,K071544
Ames_IA_2010,2010,LD05-1540,62.4,LD051540
Ames_IA_2010,2010,LG06-2340,51.4,LG062340
Ames_IA_2010,2010,LG06-2354,54.8,LG062354
Ames_IA_2010,2010,LG06-2866,50.1,LG062866
Ames_IA_2010,2010,LG06-6094,55.1,LG066094
Ames_IA_2010,2010,LG07-6843,51.5,LG076843
Ames_IA_2010,2010,LG07-6848,52.9,LG076848
Ames_IA_2010,2010,LG07-6950,57.8,LG076950
Ames_IA_2010,2010,LG07-6953,56.0,LG076953
Ames_IA_2010,2010,LG08-3838,56.0,LG083838
Ames_IA_2010,2010,M02-385041,48.8,M02385041
Ames_IA_2010,2010,M02-385091,50.5,M02385091
Ames_IA_2010,2010,M03-165068,51.0,M03165068
Ames_IA_2010,2010,M03-172059,45.6,M03172059
Ames_IA_2010,2010,MLG03-4069017,59.9,MLG034069017
Ames_IA_2010,2010,MN1410,47.5,MN1410
Ames_IA_2010,2010,OAC07-48C,37.5,OAC0748C
Ames_IA_2010,2010,SD05-240,58.2,SD05240
Ames_IA_2010,2010,SD06-535,45.3,SD06535
Ames_IA_2010,2010,SD07CV-367,53.2,SD07CV367
Ames_IA_2010,2010,SD07CV-603,52.8,SD07CV603
Ames_IA_2010,2010,SD07CV-631,62.8,SD07CV631
Ames_IA_2010,2010,SD07CV-770,57.6,SD07CV770
Ames_IA_2010,2010,SD07CV-800,54.5,SD07CV800
Ames_IA_2010,2010,SD07CV-874,46.7,SD07CV874
Ames_IA_2010,2010,SD07CV-878,52.3,SD07CV878
Ames_IA_2010,2010,SD07CV-886,53.6,SD07CV886
Ames_IA_2010,2010,Sheyenne,41.2,SHEYENNE
Ames_IA_2010,2010,U05-226055,51.5,U05226055
Ames_IA_2010,2010,U06-100052,56.4,U06100052
Ames_IA_2010,2010,U06-103421,55.4,U06103421
Ames_IA_2010,2010,U06-206737,60.9,U06206737
Ames_IA_2010,2010,U07-200135,57.1,U07200135
Ames_IA_2010,2010,U07-200211,55.8,U07200211
Ames_IA_2010,2010,U07-200215,43.5,U07200215
Ames_IA_2010,2010,U07-200239,46.4,U07200239
Ames_IA_2010,2010,U07-227102,34.8,U07227102
Ames_IA_2010,2010,U07-230086,50.9,U07230086
Ames_IA_2010,2010,U07-336226,50.2,U07336226
Ames_IA_2010,2010,U07-420241,46.0,U07420241
Ames_IA_2014,2014,AR11-214001,57.8,AR11214001
Ames_IA_2014,2014,AR11-214015,62.1,AR11214015
Ames_IA_2014,2014,AR12-228007,65.6,AR12228007
Ames_IA_2014,2014,AR12-228047,58.6,AR12228047
Ames_IA_2014,2014,E11401,59.0,E11401
Ames_IA_2014,2014,E11431,59.0,E11431
Ames_IA_2014,2014,HM11-W192,57.3,HM11W192
Ames_IA_2014,2014,IA2102,66.7,IA2102
Ames_IA_2014,2014,IA3023,56.0,IA3023
Ames_IA_2014,2014,LD02-4485,53.2,LD024485
Ames_IA_2014,2014,LD10-10198,60.0,LD1010198
Ames_IA_2014,2014,LD10-10219,63.0,LD1010219
Ames_IA_2014,2014,LD10-10226,60.5,LD1010226
Ames_IA_2014,2014,LD10-2477,57.4,LD102477
Ames_IA_2014,2014,LD10-5213a,68.6,LD105213A
Ames_IA_2014,2014,LD10-5587a,67.3,LD105587A
Ames_IA_2014,2014,LD10-5903a,60.0,LD105903A
Ames_IA_2014,2014,LD10-9168,53.2,LD109168
Ames_IA_2014,2014,LD10-9200,61.5,LD109200
Ames_IA_2014,2014,LD10-9409,55.6,LD109409
Ames_IA_2014,2014,LD10-9763,57.7,LD109763
Ames_IA_2014,2014,LG11-6210,51.7,LG116210
Ames_IA_2014,2014,LG11-6214,62.3,LG116214
Ames_IA_2014,2014,M06-381085,60.6,M06381085
Ames_IA_2014,2014,M07-278122,57.1,M07278122
Ames_IA_2014,2014,M08-154007,61.4,M08154007
Ames_IA_2014,2014,MLG03-4069017,57.1,MLG034069017
Ames_IA_2014,2014,MN1410,62.3,MN1410
Ames_IA_2014,2014,Sheyenne,53.1,SHEYENNE
Ames_IA_2014,2014,U09-105007,62.0,U09105007
Ames_IA_2014,2014,U09-118017,66.5,U09118017
Ames_IA_2014,2014,U09-133021,61.8,U09133021
Ames_IA_2014,2014,U11-610107,59.8,U11610107
Ames_IA_2014,2014,U11-610109,60.6,U11610109
Ames_IA_2014,2014,U11-611112,50.5,U11611112
Ames_IA_2014,2014,U11-614119,60.1,U11614119
Ames_IA_2014,2014,U11-616086,62.1,U11616086
Ames_IA_2014,2014,U11-616111,61.5,U11616111
Ames_IA_2014,2014,U11-619102,58.2,U11619102
Ames_IA_2014,2014,U11-619104,60.4,U11619104
Ames_IA_2014,2014,U11-622148,61.3,U11622148
Ames_IA_2014,2014,U11-649117,59.5,U11649117
Ames_IA_2014,2014,U11-907098,57.8,U11907098
Ames_IA_2014,2014,U11-911079,62.1,U11911079
Ames_IA_2014,2014,U11-913028,57.9,U11913028
Ames_IA_2014,2014,U11-917032,68.2,U11917032
Ames_IA_2014,2014,U11-918019,56.4,U11918019
Ames_IA_2014,2014,U11-918052,55.6,U11918052
Ames_IA_2014,2014,U11-919011,57.0,U11919011
Ames_IA_2014,2014,U11-920017,60.7,U11920017
Ames_IA_2014,2014,U11-932025,69.5,U11932025
Ames_IA_2014,2014,U11-932079,61.9,U11932079
Ames_IA_2015,2015,AR13-231017,58.7,AR13231017
Ames_IA_2015,2015,AR13-232001,48.5,AR13232001
Ames_IA_2015,2015,AR13-232049,61.0,AR13232049
Ames_IA_2015,2015,AR13-232106,60.8,AR13232106
Ames_IA_2015,2015,AR14-248009,51.6,AR14248009
Ames_IA_2015,2015,AR14-248020,58.2,AR14248020
Ames_IA_2015,2015,E12020,49.8,E12020
Ames_IA_2015,2015,E12034,53.7,E12034
Ames_IA_2015,2015,E12042,47.8,E12042
Ames_IA_2015,2015,E12084,50.4,E12084
Ames_IA_2015,2015,E13100,60.5,E13100
Ames_IA_2015,2015,E13126,55.2,E13126
Ames_IA_2015,2015,E13132,50.5,E13132
Ames_IA_2015,2015,E13139,51.4,E13139
Ames_IA_2015,2015,E13212,60.8,E13212
Ames_IA_2015,2015,E13268,60.8,E13268
Ames_IA_2015,2015,E13298,53.1,E13298
Ames_IA_2015,2015,E13345,63.4,E13345
Ames_IA_2015,2015,E13364,60.9,E13364
Ames_IA_2015,2015,E13369,53.7,E13369
Ames_IA_2015,2015,E13370,57.1,E13370
Ames_IA_2015,2015,HM13-W155,47.8,HM13W155
Ames_IA_2015,2015,IA2102,49.76666666666667,IA2102
Ames_IA_2015,2015,LD02-4485,56.6,LD024485
Ames_IA_2015,2015,LD10-10198,47.8,LD1010198
Ames_IA_2015,2015,LD10-14323,51.7,LD1014323
Ames_IA_2015,2015,LD10-5213a,57.3,LD105213A
Ames_IA_2015,2015,LD11-643,47.0,LD11643
Ames_IA_2015,2015,LD12-300,49.6,LD12300
Ames_IA_2015,2015,M09-263090,50.4,M09263090
Ames_IA_2015,2015,M09-263119,50.6,M09263119
Ames_IA_2015,2015,M09-264062,50.4,M09264062
Ames_IA_2015,2015,M09-278096,56.7,M09278096
Ames_IA_2015,2015,M09-278097,56.0,M09278097
Ames_IA_2015,2015,M09-281098,53.0,M09281098
Ames_IA_2015,2015,MLG09-5302035,38.4,MLG095302035
Ames_IA_2015,2015,MLG09-5431014,49.0,MLG095431014
Ames_IA_2015,2015,MLG09-5431018,44.2,MLG095431018
Ames_IA_2015,2015,ORC3313N,49.1,ORC3313N
Ames_IA_2015,2015,ORC8512N,50.4,ORC8512N
Ames_IA_2015,2015,U11-346046,50.1,U11346046
Ames_IA_2015,2015,U11-374036,51.5,U11374036
Ames_IA_2015,2015,U11-376008,49.2,U11376008
Ames_IA_2015,2015,U11-396034,56.1,U11396034
Ames_IA_2015,2015,U11-444079,51.9,U11444079
Ames_IA_2015,2015,U11-610109,48.2,U11610109
Ames_IA_2015,2015,U11-614119,58.7,U11614119
Ames_IA_2015,2015,U11-619102,48.7,U11619102
Ames_IA_2015,2015,U11-907098,51.8,U11907098
Ames_IA_2015,2015,U11-911079,57.1,U11911079
Ames_IA_2015,2015,U11-918019,45.8,U11918019
Ames_IA_2015,2015,U11-920017,45.0,U11920017
Ames_IA_2015,2015,U12-905062,49.3,U12905062
Ames_IA_2015,2015,U13-602142,46.4,U13602142
Ames_IA_2015,2015,U13-603120,49.3,U13603120
Ames_IA_2015,2015,U13-604147,47.3,U13604147
Ames_IA_2015,2015,U13-605132,50.9,U13605132
Ames_IA_2015,2015,U13-609144,46.1,U13609144
Ames_IA_2015,2015,U13-612076,49.9,U13612076
Ames_IA_2015,2015,U13-613037,49.3,U13613037
Ames_IA_2015,2015,U13-618087,32.5,U13618087
Ames_IA_2015,2015,U13-618123,45.5,U13618123
Ames_IA_2015,2015,U13-908070,57.2,U13908070
Ames_IA_2015,2015,U13-909086,51.9,U13909086
Ames_IA_2015,2015,U13-910087,48.2,U13910087
Ames_IA_2015,2015,U13-912040,42.5,U13912040
Ames_IA_2015,2015,U13-914045,42.0,U13914045
Ames_IA_2015,2015,U13-929048,51.5,U13929048
Ames_IA_2017,2017,AR14-247080,68.3,AR14247080
Ames_IA_2017,2017,CR145192,68.14,CR145192
Ames_IA_2017,2017,CR145764,64.96,CR145764
Ames_IA_2017,2017,CR145789,66.7,CR145789
Ames_IA_2017,2017,CR146131,68.39,CR146131
Ames_IA_2017,2017,CR147871,63.28,CR147871
Ames_IA_2017,2017,DSN11-12073,70.8,DSN1112073
Ames_IA_2017,2017,DSN11-12119,70.7,DSN1112119
Ames_IA_2017,2017,E12042,53.6,E12042
Ames_IA_2017,2017,E13100,61.9,E13100
Ames_IA_2017,2017,E13268,70.0,E13268
Ames_IA_2017,2017,E13370,76.2,E13370
Ames_IA_2017,2017,E14077,78.5,E14077
Ames_IA_2017,2017,E14141,68.7,E14141
Ames_IA_2017,2017,E14148,73.0,E14148
Ames_IA_2017,2017,E14309,53.6,E14309
Ames_IA_2017,2017,E14314,61.9,E14314
Ames_IA_2017,2017,E15097,66.01,E15097
Ames_IA_2017,2017,E15325,59.67,E15325
Ames_IA_2017,2017,E15337,71.26,E15337
Ames_IA_2017,2017,E15338,66.58,E15338
Ames_IA_2017,2017,E15339,74.24,E15339
Ames_IA_2017,2017,E15345,73.86,E15345
Ames_IA_2017,2017,E15347,69.87,E15347
Ames_IA_2017,2017,E15349,68.17,E15349
Ames_IA_2017,2017,E15350,70.55,E15350
Ames_IA_2017,2017,E15351,68.81,E15351
Ames_IA_2017,2017,E15390,60.1,E15390
Ames_IA_2017,2017,HM13-W156,58.2,HM13W156
Ames_IA_2017,2017,IA2102,70.86333333333333,IA2102
Ames_IA_2017,2017,LD02-4485,71.36333333333333,LD024485
Ames_IA_2017,2017,LD12-459,78.7,LD12459
Ames_IA_2017,2017,LD13-1429,76.2,LD131429
Ames_IA_2017,2017,LD13-4902a,62.7,LD134902A
Ames_IA_2017,2017,LD13-5131a,71.4,LD135131A
Ames_IA_2017,2017,LD13-5290a,65.4,LD135290A
Ames_IA_2017,2017,LD13-6678,71.2,LD136678
Ames_IA_2017,2017,LD14-3216,62.82,LD143216
Ames_IA_2017,2017,LD14-4098a,72.8,LD144098A
Ames_IA_2017,2017,LD14-4763a,61.8,LD144763A
Ames_IA_2017,2017,LD14-6099a,72.4,LD146099A
Ames_IA_2017,2017,LD14-6103a,78.72,LD146103A
Ames_IA_2017,2017,LD14-6363,66.5,LD146363
Ames_IA_2017,2017,LG15-2243,70.9,LG152243
Ames_IA_2017,2017,LG15-2775,59.6,LG152775
Ames_IA_2017,2017,LG15-4486,57.66,LG154486
Ames_IA_2017,2017,LG15-4695,59.76,LG154695
Ames_IA_2017,2017,M11-336139,51.35,M11336139
Ames_IA_2017,2017,MSC09-777143,65.2,MSC09777143
Ames_IA_2017,2017,MSC10-578025,68.3,MSC10578025
Ames_IA_2017,2017,ORC1602N,65.35,ORC1602N
Ames_IA_2017,2017,ORC1603N,54.44,ORC1603N
Ames_IA_2017,2017,ORC3616N,55.55,ORC3616N
Ames_IA_2017,2017,ORC7215N,50.84,ORC7215N
Ames_IA_2017,2017,ORC8715,62.0,ORC8715
Ames_IA_2017,2017,U11-920017,67.83333333333333,U11920017
Ames_IA_2017,2017,U13-603120,61.1,U13603120
Ames_IA_2017,2017,U13-604147,56.9,U13604147
Ames_IA_2017,2017,U13-609144,69.1,U13609144
Ames_IA_2017,2017,U14-108041,65.11,U14108041
Ames_IA_2017,2017,U14-111007,61.24,U14111007
Ames_IA_2017,2017,U14-206321,65.23,U14206321
Ames_IA_2017,2017,U14-206326,70.91,U14206326
Ames_IA_2017,2017,U14-213255,70.3,U14213255
Ames_IA_2017,2017,U14-216260,71.98,U14216260
Ames_IA_2017,2017,U14-217227,72.42,U14217227
Ames_IA_2017,2017,U14-221187,63.49,U14221187
Ames_IA_2017,2017,U14-221253,61.54,U14221253
Ames_IA_2017,2017,U14-222063,67.5,U14222063
Ames_IA_2017,2017,U14-227239,73.97,U14227239
Ames_IA_2017,2017,U14-227255,62.73,U14227255
Ames_IA_2017,2017,U14-910097,65.1,U14910097
Ames_IA_2017,2017,U14-915126,63.1,U14915126
Ames_IA_2017,2017,U14-919098,65.7,U14919098
Ames_IA_2017,2017,U14-923097,53.8,U14923097
Ames_IA_2017,2017,U14-925152,62.1,U14925152
Ames_IA_2017,2017,U15-613225,58.56,U15613225
Ames_IA_2017,2017,U15-917133,69.51,U15917133
Ames_IA_2017,2017,U15-927115,78.96,U15927115
Ames_IA_2017,2017,U15-929095,62.26,U15929095
Ames_IA_2018,2018,CR144155,40.75,CR144155
Ames_IA_2018,2018,CR145192,48.12,CR145192
Ames_IA_2018,2018,CR145524,44.325,CR145524
Ames_IA_2018,2018,CR145764,50.545,CR145764
Ames_IA_2018,2018,CR146116,48.21,CR146116
Ames_IA_2018,2018,CR146131,53.335,CR146131
Ames_IA_2018,2018,CR147814,55.45,CR147814
Ames_IA_2018,2018,CR147839,53.3,CR147839
Ames_IA_2018,2018,CR147871,58.135,CR147871
Ames_IA_2018,2018,CR147881,40.655,CR147881
Ames_IA_2018,2018,CR15-0636,44.54,CR150636
Ames_IA_2018,2018,CR15-0899,50.45,CR150899
Ames_IA_2018,2018,CR15-1369,47.635,CR151369
Ames_IA_2018,2018,CR15-1385,46.125,CR151385
Ames_IA_2018,2018,CR15-2189,60.4,CR152189
Ames_IA_2018,2018,CR15-2775,58.0,CR152775
Ames_IA_2018,2018,DSN11-06152,30.625,DSN1106152
Ames_IA_2018,2018,DSN11-12073,48.55,DSN1112073
Ames_IA_2018,2018,DSN11-12119,54.7,DSN1112119
Ames_IA_2018,2018,E14077,54.05,E14077
Ames_IA_2018,2018,E15338,51.6,E15338
Ames_IA_2018,2018,E15339,59.1,E15339
Ames_IA_2018,2018,E15345,62.05,E15345
Ames_IA_2018,2018,E15347,55.25,E15347
Ames_IA_2018,2018,E15349,60.1,E15349
Ames_IA_2018,2018,E15351,48.1,E15351
Ames_IA_2018,2018,E15390,59.6,E15390
Ames_IA_2018,2018,E16030,59.8,E16030
Ames_IA_2018,2018,E16031,55.55,E16031
Ames_IA_2018,2018,E16099,49.585,E16099
Ames_IA_2018,2018,E16265,61.65,E16265
Ames_IA_2018,2018,E16346,45.84,E16346
Ames_IA_2018,2018,E16380,59.75,E16380
Ames_IA_2018,2018,E16398,54.75,E16398
Ames_IA_2018,2018,E16410,64.05,E16410
Ames_IA_2018,2018,E16411,52.0,E16411
Ames_IA_2018,2018,HM13-W045,36.45,HM13W045
Ames_IA_2018,2018,HM13-W073,38.3,HM13W073
Ames_IA_2018,2018,HM14-C010,36.335,HM14C010
Ames_IA_2018,2018,HM14-C086,23.475,HM14C086
Ames_IA_2018,2018,HM14-F042,29.095,HM14F042
Ames_IA_2018,2018,HM14-W146,35.07,HM14W146
Ames_IA_2018,2018,HM15-H050,32.87,HM15H050
Ames_IA_2018,2018,HM15-H054,22.475,HM15H054
Ames_IA_2018,2018,HM15-J027,36.755,HM15J027
Ames_IA_2018,2018,HM15-W110,50.95,HM15W110
Ames_IA_2018,2018,HM15-W153,52.6,HM15W153
Ames_IA_2018,2018,IA2102,57.9,IA2102
Ames_IA_2018,2018,LD02-4485,58.3,LD024485
Ames_IA_2018,2018,LD07-3395bf,50.22833333333333,LD073395BF
Ames_IA_2018,2018,LD11-2170,53.58833333333333,LD112170
Ames_IA_2018,2018,LD13-6678,55.1,LD136678
Ames_IA_2018,2018,LD14-1429,53.83,LD141429
Ames_IA_2018,2018,LD14-3698,43.7,LD143698
Ames_IA_2018,2018,LD14-3702,34.48,LD143702
Ames_IA_2018,2018,LD14-4098a,52.23,LD144098A
Ames_IA_2018,2018,LD15-544,61.35,LD15544
Ames_IA_2018,2018,LD15-5776793,52.65,LD155776793
